,steam_appid,name,developers,genres,released_date_1,detailed_description,pc_requirements_minimum,pc_requirements_recommended,mac_requirements_minimum,mac_requirements_recommended,linux_requirements_minimum,linux_requirements_recommended,price1,price2,price3,price4,price5
779,756380,Super Bugman Extreme Ultra,SyKoHPaTh,Action/Adventure/Indie,"Mar 30, 2018","What's the result of not quitting a day job and toiling off-hours for 8 years?  This hot pile of garbage!  Enjoy a mishmash of random ideas that have popped in my head over the past decade, shoved into a 2D-Platforming game!<br />
<br />
Play as the heroic Super Bugman, a uhhh blue thing that is completely average and stomp your enemies, or play as other characters (*when you unlock them) who have other abilities!<br />
<br />
Well, it's a game!  Not your average 2-D side-scroller, jump, pick stuff up, place it down, throw onions, use special abilities, and most importantly solve the platforming puzzles throughout the story mode!.  Play through the Story Mode, have fun in Creative Mode, tackle the Procedural generated Chaos levels, and even design your own levels in the level editor.  If you beat Story Mode, there are several more &quot;Hard Mode&quot; levels which can be unlocked.<br />
<br />
Challenge awaits, do you PRESS START to begin?","Minimum:OS: Super Bugman Extreme Ultra.exeProcessor: 2.0GhzMemory: 1 GB RAMGraphics: 128MB support for SDL 1.2Storage: 290 MB available spaceSound Card: 16bit stereo, single channel",Not supported,Not supported,Not supported,Not supported,Not supported,78600,62300,12300,0,70600
780,778240,STAR SOD,Mass Games,Violent/Gore/Action/Adventure/Indie,"Mar 30, 2018","This is a personal project I've been working on by myself for a while. It's a VR Action Shooter that makes you feel like Neo from the matrix.<br />
<br />
A mysterious group of rogues calling themselves STAR have kidnapped you. In this VR shooter you will right the wrongs of the &quot;evil&quot; Space Trading Association as you are tasked/forced into suicidal missions.<br />
<br />
A short concise adventure and a first glimpse into the STA Universe.<br />
<br />
Dodge bullets and use an arsenal of weapons including a two handed assault rifle and a grenade launcher to dispense justice on those your master determines to be evil.",Minimum:Requires a 64-bit processor and operating systemOS: Windows 7Processor: Intel i5-4590Memory: 8 GB RAMGraphics: NVIDIA GeForce GTX 970DirectX: Version 11Storage: 5 GB available space,Recommended:Requires a 64-bit processor and operating systemOS: Windows 10Processor: Intel i7-4770Memory: 16 GB RAMGraphics: NVIDIA GeForce GTX 980 TiDirectX: Version 12Storage: 5 GB available space,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,59100,38000,66300,82600,43600
781,824290,Fallingcers,Cersgame Studios,Casual/Indie/Racing/Sports,"Mar 30, 2018","Those who love platform games may think this is a simple game, but hardest platformers ever made. The hard part of the game is the impossibility of making no touch. Play a little, or a lot -- there's wanna serious skill, so you can always get better and better. Fallingcers is a game that has enough bite-sized gameplay to last you a lifetime.Key Features: Level to infinity Fall Forever. Simple Design. Simple Idea Don't touch anywhere. ","Minimum:OS: Windows 7 , 8 , 8.1 , 10Processor: 2 GHz Dual-Core 32-bit CPUMemory: 1 GB RAMGraphics: DirectX11 Compatible GPU with 512 MB Video RAMStorage: 30 MB available space","Recommended:OS: Windows 7 , 8 , 8.1 , 10Processor: 2 GHz Dual-Core 32-bit CPUMemory: 2 GB RAMGraphics: DirectX11 Compatible GPU with 1 GB Video RAMStorage: 100 MB available space",Not supported,Not supported,Not supported,Not supported,21000,95900,15000,24700,56200
782,816060,Kingdom Clicker,Maximilian Ritters,Casual/Indie,"Mar 30, 2018","The ingdom Clicker you never thought you would need.Your job as mineworker is hard, but if you are hard-working and ambitious, you will certainly earn enough gold to construct buildings and recruit more workers, merchants and soldiers that generate even more gold for your kingdom!Try to get all the achievements by restoring wealth and honor of your empire. Beautiful hand-drawn background 8 atmospheric medieval and folk songs Addictive gameplay (has anyone ever finished this game yet?) A bunch of achievements 100% Ugandan Shackles Free",Minimum:OS: Windows 7Storage: 100 MB available space,Not supported,Not supported,Not supported,Not supported,Not supported,57200,90100,64200,63200,0
783,822810,Velvet Guard,Pengu2,Action/Casual/Indie,"Mar 30, 2018","You got one bullet, fire it wisely as one mistake may cause you death in this fast paced game. Choose from a selection of abilities to survive in difficult situations and master them to become the champion of the Velvet Guard. Change up your gameplay with many of the available game options and get that sweet victory you've always wanted!Velvet guard is a game inspired by the golden age of couch multiplayer, it's a 4-player party game centering around its core mechanic; one bullet. With different gamemodes and options each gameplay is never the same, with a wide array of abilities and expressive depth the game can be quite challenging and will surely make you wanna scream at your friend of either joy or frustration.Notable features:Diverse abilities to change up your gameplay and challenge your skillsMore than 20 different ways of playingFast paced combatA wide range of levels with their own unique style and interactionsThe controls are simple but with layers of expressive depth, there's also a wide range of abilities that makes the gameplay even more challenging!",Minimum:OS: Windows Vista or newerProcessor: Intel Core i3 M380Memory: 2 GB RAMGraphics: Intel HD 4000DirectX: Version 10Storage: 250 MB available space,Not supported,"Minimum:OS: Snow Leopard 10.6.8, 32/64-bitProcessor: Intel Core i3 M380Memory: 2 GB RAMGraphics: OpenGl 3.0+ (2.1 with ARB extensions acceptable)Storage: 250 MB available space",Not supported,"Minimum:OS: glibc 2.15+, 32/64-bit. S3TC support is NOT requiredProcessor: Intel Core i3 M380Memory: 2 GB RAMGraphics: OpenGl 3.0+ (2.1 with ARB extensions acceptable)Storage: 250 MB available space",Not supported,42000,41300,0,0,95900
784,775990,Overduty VR: Battle Royale,Arcane Reality,Violent/Gore/Action/Massively Multiplayer/Early Access,Coming Soon,"Overduty VR: Battle Royale brings you into the thrill of a real battle royale experience. In this game you must rely on strategically maneuvering the big map, scouring for weapons and vehicles to claim the spot of victory, as the last fighter standing. <br />
<br />
Gameplay built from the ground up for social VR, and action packed moments will keep you hungry to survive!<br />
<br />
Key Features:<br />
Battle Royale Game Mode<br />
Parachuting<br />
Cars &amp; Hoverbikes<br />
8+ Guns with two-handed controls<br />
Multiplayer with VOIP",Minimum:Graphics: GTX 960DirectX: Version 11Network: Broadband Internet connection,Not supported,Not supported,Not supported,Not supported,Not supported,81900,97600,24800,15600,89900
785,814010,Ball Driver,Potato Games,Action/Casual/Indie/Racing/Sports,"Mar 30, 2018","Ball Driver is a casual action/racing/platform/reflex game which you control a ball (shocker!) through various stages. <br />
<br />
You have to complete every level within the specified time limit to succeed. There are 3 levels to put your speed, control and attention to the test. Mind you, controlling the ball is tricky! You have to maintain your speed but should not get carried away with it. Drive as fast as possible but don't loose control! Also be mindful of red fireflies on the tracks which will try to push you off course.",Minimum:Requires a 64-bit processor and operating systemOS: Windows 7 64-Bit or laterProcessor: i5Memory: 4 GB RAMGraphics: NVidia GeForce 860MStorage: 2 GB available space,Recommended:Requires a 64-bit processor and operating systemOS: Windows 7 64-Bit or laterProcessor: i7Memory: 4 GB RAMGraphics: NVIDIA GeForce 960MStorage: 2 GB available space,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,16700,11500,62100,0,0
786,826130,Pilferer,Vdevelopers,Adventure/Casual/Indie/Simulation,"Mar 30, 2018","Description<br />
<br />
Pilferer - is a casual adventure of a small thief who tries to steal precious stones from pirates. At each level, you need to collect 3 gems to go to the next level. The pirates themselves will be waiting for you differently, who will try to kill you, the stakes they have put, various traps, poisonous mushrooms. Each level is special and it can be traversed in several ways, so experiment, sometimes you need to avoid fighting again. Good luck!<br />
<br />
Features<br />
<br />
-Interesting gameplay<br />
<br />
-Beautiful graphics<br />
<br />
-Varied levels<br />
<br />
-Easy and intuitive operation",Minimum:OS: Windows XP/7/8/8.1/10Processor: 1.2 Ghz or faster processorMemory: 512 MB RAMGraphics: 200 MBDirectX: Version 9.0Storage: 180 MB available spaceAdditional Notes: Keyboard and Mouse,Recommended:OS: Windows XP/7/8/8.1/10Processor: 2 GhzMemory: 1024 MB RAMGraphics: 512 MBDirectX: Version 9.0Storage: 250 MB available spaceAdditional Notes: Keyboard and Mouse,Not supported,Not supported,Not supported,Not supported,35200,50300,28600,0,34400
787,801870,Ramen,ChaoYe Liu,Casual/Simulation,"Mar 30, 2018","Ramen ShopOperating Ramen ShopMaking delicious ramen noodlesWatching customers eat up their favorite dishesAnd leave an empty plateThis is a very happy thing--------------------------------------------------------------------- 1) game is pixel style 2) Exquisite storefront, you are free to set up shopfront. 3) Delicate food styling, from cooking to end table 4) Employing employees and cultivating employees 5) Rich stories, diversified endingsCompete with other AI-controlled stores for regional rankings.",Minimum:OS: Windows XP / Vista / Win7  / Win8 / Win10Memory: 512 MB RAMGraphics: Support DirectXDirectX: Version 6.0Storage: 2 GB available spaceSound Card: Support DirectX,Not supported,Not supported,Not supported,Not supported,Not supported,42600,67200,86600,31000,0
788,788130,Otaku's Fantasy 2,Dieselmine,Nudity/Adventure/Indie/RPG,"Mar 30, 2018","This is a novel RPG, you'll not be acting as a invincible worrior like others, you'll be mortal. Hell, you are less than mortal. Hoping to end in happiness and be legendary, the MC is at the same time, weak and spineless. <br />
<br />
But one day, a portal opened for appearantly no reason, evils poured in - the devil who wants to rule the world, slime princess that's acutally kinda cute, blood-thirsting succubus, fox of mystery and sexy mermaids. Humans were in shock and had no clue how to get rid of them, the whole world is in chaos.<br />
<br />
There's your chance! Go for it! You went into the mountains but recklessly slipped and fell to the bottom of a pit. When you woke up, a sword appeared from nowhere and tell you 'You are the one who's gonna save the world!' <br />
<br />
&quot;But can I?&quot; You wondered. You eagarly turn your sword to the pretty monstress and it turned out nothing's changed. The monstresses were still deadly and killed you instantly.<br />
<br />
BUT!<br />
Huh? I thought I died!<br />
What's this place? Why am I still alive?<br />
After died a couple of times, you realized that you cannot die. <br />
<br />
The monstresses had killed you over and over again, but you got stronger in the process. The mankind is for me to save! Charge! <br />
<br />
PS.Trading Cards and Achievements will come out with the final version.",Minimum:OS: WIN7 SP1/WIN8/WIN10/XPProcessor: 1.2 GHzMemory: 1 GB RAMGraphics: DirectX 9 compatible graphics cardStorage: 2 GB available space,Not supported,Not supported,Not supported,Not supported,Not supported,78500,71500,72900,69600,0
789,670730,Sure Footing,Table Flip Games,Action/Casual/Indie,"Mar 30, 2018","Sure Footing is a fast and frantic infinite runner about four friends saving their world from extinction. The world of Computra is under threat from the evil Ramrafstar and his ferocious minion Deletion Dave, who seek to destroy the partitions that hold everything together.Play as one of our four heroes: Pixel Pete, Polly Polygon, Blip and Plunk as they outrun Dave across the disk sectors of Computra: to warn their friends and find a way to stop Ramrafstar before their homeworld is destroyed.  Collect MIPs, avoid obstacles and overcome the challenges faced in the distant sectors of Computra.Four Playable Characters: Play as Pixel Pete, Polly Polygon, Blip and Plunk - each with their own strengths and weaknesses.Visit distant sectors of the world of Computra: Watch out for the weird and wonderful changes these distant sectors bring.Customise Your Loadout: Play it your way with a variety of power-ups and buffs that can give you an edge over Deletion Dave.In-Game Shop: Collect MIPs in-game to unlock customisation options, with over 100 items to unlock!  New power-ups, skill buffs and extra costumes for each character.In-Game Challenges: Complete in-game challenges to build successfully unlock new content.Play At Your Own Speed: Finding the game too taxing? Or simply not hard enough? No problem! Our procedural generation system is designed to tailor itself towards a variety of difficulty settings that allow you to play the game at your own pace.Leaderboards and Player Stats: See how you compare up against the rest of the Sure Footing community.Single and Multiplayer Challenge Modes: Play challenge levels for two to four players and show your friends how to keep running!Sure Footing blends the best of both classic platforming and infinite runners into a fast and frantic arcade experience.","Minimum:OS: Windows 7 / 8 / 10Processor: 2 GHz Dual Core ProcessorMemory: 1 GB RAMGraphics: Nvidia GeForce 8800 or equivalent.DirectX: Version 9.0Network: Broadband Internet connectionStorage: 1 GB available spaceAdditional Notes: Controller recommended for single-player, required for multiplayer.",Not supported,"Minimum:OS: OSX 10.6 or higher.Processor: Intel Core 2 Duo or equivalent, running at 2.2GhzMemory: 1 GB RAMGraphics: Nvidia GeForce 8800 or equivalent.Network: Broadband Internet connectionStorage: 1 GB available spaceAdditional Notes: Controller recommended for single-player, required for multiplayer.",Not supported,Not supported,Not supported,66600,98500,21500,0,0
790,816730,HeadON!,ZREALITY,Action/Casual/Sports/Early Access,"Mar 30, 2018","Update NotesOnline RankingWe just updated the game with a steam leaderboards integration. You can now compare your skills with players from all over the world and show them who is the best!Release!OUT NOW!HeadOn! has just been released! Get it now and join the game. Who will be the best? Show us your skills and HeadON!Just UpdatedSteam Scoring Updated!We just updated the scoring system, so that every score gets uploaded!About the GamePlay header on a whole new level!Dive into Virtual Reality and experience action-packed levels!One ball, one mission - HeadON!Prove your skills and overcome obstacles. Use unique Power-Ups to your advantage or get blown up by mean traps!Sports inside your livingroom!It's winter or you simply don't like other people around when you play? We have the solution! Live out your hobby - with HeadON! Sports in VR are fun and get you moving. Much as in real world, just cooler!Damn Sexy!This game is sexy, you are sexy - so HeadON!Renovation mode included!Your home's look bore you to death? HeadON! makes up for it, with it's fully functioning renovation mode. Play the game and freak out! Destroy everything in your living room! Go on a rampage! Now you have a completely valid reason to renew your home. We are not to be held responsible for any liability of possible damage to persons or property.Two GamemodesHeadON! includes two gamesmodes in Early Access.Score Mode: Get as many points as possible: Increase your multiplier to achieve a new highscore. Hit targets to earn bonus points and fight against time!Goal Mode: Score as often as possible! Head past obstacles and our ""goalkeeper"" but don't miss the goal! When you fail 5 times you're out. But you can save yourself by getting goalstreaks.Online RankingCompare your skills to players all over the world and show them who is the best!",Minimum:OS: Win 10Processor: Intel or AMD QuadcoreMemory: 8 GB RAMGraphics: GeForce GTX 10 Series or Radeon RX 400 SeriesDirectX: Version 10Storage: 1 GB available spaceAdditional Notes: VR Headset required,Recommended:OS: Win 10Processor: i7-6700K or Ryzen 5 1600XMemory: 16 GB RAMGraphics: GeForece GTX 1080 or Radeon RX 500 SeriesDirectX: Version 11Storage: 2 GB available spaceAdditional Notes: VR Headset required,Not supported,Not supported,Not supported,Not supported,69800,87900,12900,0,56400
791,825610,Viking's drakkars,azimut team,Adventure/Casual/Indie/Racing,"Mar 30, 2018","Once upon a time in the North lived bold people - the Vikings.<br />
They built strong boats, the Drakkars, and sailed on them very far from their native coasts, opening up new lands.<br />
In breaks between campaigns Vikings arranged races on their drkkarahs on rough rivers, collecting chests with awards and bypassing logs-obstacles.<br />
<br />
Feel yourself a Viking, play alone, developing attention, or with a friend on one computer.<br />
<br />
Control:<br />
1st player AD<br />
2nd player arrows<br />
or gamepad.","Minimum:OS: xp, Vista, 7, 8, 8.1, 10Processor: Intel atom 1.2 GHzMemory: 1 GB RAMGraphics: Intel HD GraphicsStorage: 500 MB available spaceSound Card: Any",Recommended:OS: windows 7 8 8.1 10Processor: Intel I3 or betterMemory: 2 GB RAMGraphics: Better then Intel HD GraphicsStorage: 500 GB available spaceSound Card: Any,Not supported,Not supported,Not supported,Not supported,39500,93600,0,0,21100
792,747630,Bankster,Orion Franklin,Violent/Indie/Strategy,"Mar 30, 2018","Risk it all, or play it safe? The choice is yours in Bankster.<br />
Expect a world of back-room negotiations, criminal enterprise, and an in depth financial system. <br />
<br />
There will be Tough Moral Choices, Secret Societies, Alien Technology, and even Interplanetary Councils, as you rise through the ranks to build your Wealth &amp; Power. <br />
<br />
Establish your first Bank. Expand your territory. Take over your opponents. Become a Federal Reserve. Even make your own currency. Then, use it against enemy nations. Soon you'll control the planet. Its all just a starting platform for your negotiations towards the colonization of other worlds. Only you can plot your path in this financial conflict. Your wealth will buy you VICTORY!<br />
<br />
Banksters awaits.<br />
<br />
Key Features:<br />
<br />
+ Fully Procedural Terrain.<br />
+ Immersive Soundtrack<br />
+ Vehicles (Yacht, Sports Car, Helicopter)<br />
+ Contracts. (Invest in businesses within your empire, then trade or sell their contracts as you progress.)","Minimum:Requires a 64-bit processor and operating systemOS: Windows 7 SP1 (64 bit only), Windows 8 (64 bit only), Windows 10 (64 bit only)Processor: X64 Dual Core CPU, 2+ GHzMemory: 4 GB RAMGraphics: Discrete Non Mobile GPU with 1 GB RamDirectX: Version 11Storage: 2 GB available spaceSound Card: AnyAdditional Notes: Internet connection required for online multiplayer","Recommended:Requires a 64-bit processor and operating systemOS: Windows 7 SP1 (64 bit only), Windows 8 (64 bit only), Windows 10 (64 bit only)Processor: X64 Quad Core CPU, 3+ GHzMemory: 8 GB RAMGraphics: Discrete Non Mobile GPU with 2 GB RAMDirectX: Version 11Network: Broadband Internet connectionStorage: 4 GB available spaceSound Card: Any",Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,"Minimum:Requires a 64-bit processor and operating systemOS: Ubuntu 12.0Processor: X64 Dual Core CPU, 2+ GHzMemory: 4 GB RAMGraphics: nVidia GeForce 8600/9600GT, ATI/AMD Radeon HD2600/3600 (Graphic Drivers: nVidia 310, AMD 12.11), OpenGL 2.1Storage: 2 GB available spaceSound Card: AnyAdditional Notes: Internet connection required for online multiplayer","Recommended:Requires a 64-bit processor and operating systemOS: Ubuntu 12.0Processor: X64 Quad Core CPU, 3+ GHzMemory: 8 GB RAMGraphics: Discrete Non Mobile GPU with 2 GB RAMNetwork: Broadband Internet connectionStorage: 4 GB available spaceSound Card: Any",83400,0,64600,0,70400
793,815480,Ratergy,Jens Bolanz,Action/Casual/Indie,"Mar 30, 2018","Ratergy is a competitive local multiplayer game for family and friends. With its short rounds and its cute rats fighting over a piece of cheese, it is a family-friendly and suited for casual gaming.The game deliberately refrained from using violent content and is therefore suited as a humorous game for and with kids. It is a 2-4 player local multiplayer focusing on playing together on a large TV screen or monitor.This Indie game offers enough action to brighten every party. Through the simple game mechanics and the fast-paced combat rounds, it is aimed particularly at occasional players and beginners. Expert gamers however have also the opportunity to fight over the cheese dominance on a strategic level by using game elements such as conveyer belts and power ups. Newbie or advanced player - it is all about the most efficient tactics to gather cheese!Game principleAt the beginning of the game, every player chooses a rat nest with two rats. By switching the control between his rats, the player now tries to be the first to bring 10 pieces of cheese to his nest. He can choose between several levels, which offer a variety of gaming elements for a more diversified battle over the cheese. The player can use conveyer belts to get faster and activate door switches to block the way for opposing rats. The usage of power ups such as speed potions, shrinking devices and bombs guaranties dynamic combats and a lot of fun!","Minimum:OS: Windows 7, 8.1, 10Processor: Intel Core i3 M380Memory: 500 MB RAMGraphics: Intel HD 4000Storage: 100 MB available spaceAdditional Notes: Controller Required",Not supported,Not supported,Not supported,Not supported,Not supported,61900,23100,40800,78900,0
794,821570,Lethal Lawns: Competitive Mowing Bloodsport,Dime Studios,Violent/Gore/Action/Casual/Indie/Sports,"Mar 30, 2018","??? WHAT IS THIS GAME ???Lethal Lawns is a Competitive Lawn Mowing BLOODSPORT, combining the relaxation of gardening outdoors with hyper gratuitous violence. The perfect addition for entertaining parties or just to unwind, Lethal Lawns supports 2-8 player bounce-n-joust chaos between HUMANS and BOTS4 GAME MODES,  to mix things up a littleMowing PaydayPlayers mow grass for pocket money, and kill each other to steal cash.King of the LawnOnly the king can mow grass. Kill the king to become the king.Last Mower StandingWin rounds by being the last player still alive. When you're out of lives, your out of the round.Bounty HunterWin rounds by killing opponents in a classic lawnmower joust to the death.5 UNIQUE ARENAS,  each with their own theme, layout and hazards.BackyardA simple, fenced backyard for uninterrupted carnage.Frontlawn2 lawns divided by a busy street road. Watch out for the passing cars.RooftopPush your opponents off the edge to send them falling to their death.Pool PartySwimming pools are great fun in the sun, but remember; lawn mowers don't float.Zen GardenRelax. Clear your mind. Become one with nature. Now, mow...CUSTOMIZE YOUR GAMES, with different mutators and game rules for a wild experience.Mower damageExploding mowersSteal amount per killLimited lives...and moreWe're hoping to be able to add more cool stuff like more customisations, features, game modes and arenas.",Minimum:OS: Windows 7 or aboveProcessor: 1.8 GHz Core 2 Duo or aboveMemory: 8 GB RAMGraphics: GeForce 600 Series equivalent or aboveDirectX: Version 9.0Storage: 250 MB available spaceSound Card: Integrated Sound or aboveAdditional Notes: Best enjoyed with Gamepad Controllers,Recommended:OS: Windows 10Processor: 2.8 GHz Intel Core i7Memory: 16 GB RAMGraphics: GeForce 900 Series equivalent or aboveDirectX: Version 11Storage: 250 MB available spaceSound Card: Integrated Sound or aboveAdditional Notes: Best enjoyed with Gamepad Controllers,Minimum:OS: OS X 10.10 Yosemite or aboveProcessor: 1.8 GHz Core 2 Duo or aboveMemory: 8 GB RAMGraphics: Intel HD Graphics 4000 equivalent or aboveStorage: 250 MB available spaceSound Card: Integrated Sound or aboveAdditional Notes: Best enjoyed with Gamepad Controllers,Recommended:OS: macOS High Sierra 10.13.3Processor: 2.5GHz Intel Core i7Memory: 16 GB RAMGraphics: GeForce 700 Series equivalent or aboveStorage: 250 MB available spaceSound Card: Integrated Sound or aboveAdditional Notes: Best enjoyed with Gamepad Controllers,Minimum:OS: SteamOS 2.0 or aboveProcessor: 1.8 GHz Core Duo or aboveMemory: 8 GB RAMGraphics: GeForce 600 Series equivalent or aboveStorage: 250 MB available spaceSound Card: Integrated Sound or aboveAdditional Notes: Best enjoyed with Gamepad Controllers,Recommended:OS: SteamOS 2.0 or aboveProcessor: 2.8 GHz Intel Core i7Memory: 16 GB RAMGraphics: GeForce 900 Series equivalent or aboveStorage: 250 MB available spaceSound Card: Integrated Sound or aboveAdditional Notes: Best enjoyed with Gamepad Controllers,32300,35900,48800,0,93400
795,825410,Lazy Devil's game life /废宅魔王的幸福生活,Philosophy,Sexual Content/Nudity/Casual/Indie/RPG,"Mar 30, 2018","[Game Story]<br>After defeating 999 famous heroes,devil lucie had conquered the world and became the strongest one.<br>However... She did not rule the world, but hid in the castle playing games!<br>Suddenly, The demon sovereign's frontier territory was raided by brave human, and the devil king decide to deal with the threat herself.<br>However, it seems that some people try to wastting time so that the devil can't find the brave human.<br>The devil have to find clues himself and find the brave human to defeat him.<br><br>[game play]<br>In the game, you can control the magic King moving on the map and explor.<br>You will talk to monster  and fight for more information.<br>Use skills and items to damage the target during the battle and win the final victory.<br>A large number of treasure boxes are scattered in the game map, and the treasure can be obtained by dialogue with the treasure box.<br><br>[Combat Mode]<br>The devil is powerful, kill them by magic power.<br><br>[Strip Mode]<br>When the devil is defeated by the brave or the man of practice (PS: use prop), she will release the power of the seal in the armor, but it will lose part of the armor.<br>(PS: it's a real failure if you defeated by monster)<br><br>[Hidden Branch]<br>Part of the map has hidden events, without not any prompt.Player can explore yourself, such as hidden roads, open doors and so on.<br>There have some nice treasures. There are also villages and field trials where people can challenge. Defeated to get interesting props.<br><br>The author said: This is a small creative game that I did with my spare time. There is not much content and the process is not long. Please forgive me.",Minimum:OS: windows 7Processor: Intel Core2 Duo or equivalent AMDMemory: 512 MB RAMGraphics: nVidia GeForce GTX 280 series or higher,Not supported,Not supported,Not supported,Not supported,Not supported,36900,51300,69900,0,53300
796,818500,Colorzzle,Darong Studio,Casual/Indie,March 2018,"'Colorzzle' is an easy and relaxing puzzle game. When you match the colors, the trees grow and flowers bloom. Grow up every plants to clear the stage. You can start easily, but it will become more and more difficult as you proceed.",Minimum:OS: Windows 7 / 8 / 8.1 / 10Memory: 1 GB RAMDirectX: Version 9.0Storage: 50 MB available spaceSound Card: DirectX-compatible sound card,Not supported,Not supported,Not supported,Not supported,Not supported,37900,47900,83200,0,86600
797,819330,Quaddro 2,Mental Lab Studio,Casual/Indie,"Mar 29, 2018","In the 80 levels you will find many challenges: moving plataforms, barries, mirrors and many more that will make you think for hours.GameplayMove multiple the dots freely by join them together into a snake, that travels through the scene. Your main goal is to form squares with 4 or 9 dots, the game ends when no more dots are left;Each puzzle can be solved in many ways, but try to make the most squares that you can at the same time to earn better scores;The dot have three different colors: red, green, blue, you can only make squares using dots with matching colors.Have fun ;)Mental Lab Team",Minimum:OS: Windows 7 or laterProcessor: 2.0 GHz CPU (Dual Core recommended)Memory: 1 GB RAMGraphics: On Board graphics cardDirectX: Version 9.0Storage: 100 MB available space,Not supported,Minimum:OS: OS +10.12Processor: 2.0 GHz CPU (Dual Core recommended)Memory: 1 GB RAMGraphics: On Board graphics cardStorage: 100 MB available space,Not supported,Minimum:OS: Ubuntu 16.04 or equivalentProcessor: 2.0 GHz CPU (Dual Core recommended)Memory: 1 GB RAMGraphics: On Board graphics cardStorage: 100 MB available space,Not supported,35400,71500,90300,0,92800
798,774531,Snail Trek - Chapter 4: The Final Fondue,Phil Fortier,Adventure/Indie,"Mar 29, 2018","Snail Trek - Chapter 4: The Final Fondue is the final in a series of four ""20 minute adventures"" where you take on the role of a crew of snails on a journey to a new home world.In the style of the early Sierra Online adventure games, Snail Trek has colorful EGA-ish graphics and a text parser interface. Relive the nostalgia in these bite-sized adventures - but without all the pain. Autosaves, a text parser with auto-suggest, and puzzles with no dead ends, all combine to bring this old genre into the modern era.In Chapter 4, it seems like the end is near. You've fallen into a trap and your entire civilization may be doomed. Can you muster your courage and cleverness one last time to save the day?Key Features Switchable characters - solve puzzles by having the snails work together. Autosaves - no need to save every few minutes (though you still can if you want). A text parser with both auto-suggest and auto-correct - fat finger your way to puzzle glory (but you can turn them off if you want to suffer more greatly). A text parser that understands what objects are in front of you, so you can be lazy and just type things like 'get' or 'look'. CRT emulation mode that gives those pixels an ever-so-slightly fuzzy look. A stereophonic score. Cute snails. Deaths (but hey, autosaves). No dead ends! Puzzle your way around with impunity! Widescreen aspect ratio, since monitors are more rectangular now.",Minimum:OS: Windows XP SP2Processor: 2 GHzMemory: 2 GB RAMGraphics: Intel HD 3000 or betterDirectX: Version 9.0Storage: 200 MB available space,Recommended:OS: Windows 7Processor: 2 GHzMemory: 2 GB RAMGraphics: Intel HD 3000 or betterDirectX: Version 11Storage: 200 MB available space,Minimum:OS: OS X 10.7Processor: 2 GHzMemory: 2 GB RAMGraphics: Intel HD 3000 or betterStorage: 300 MB available space,Not supported,Minimum:OS: Ubuntu/SteamOS 64-bitProcessor: 2 GHzMemory: 2 GB RAMGraphics: Intel HD 3000 or betterStorage: 200 MB available space,Not supported,80400,0,50500,0,14900
799,635050,DESPOILER,Parallax Labs,Action/Racing,"Mar 29, 2018","Despoiler is a Team Objective Arena Racer like no other.  Pilot your hovercraft across the desolate wildlands, scavenging valuable scrap you need to unlock utilities, upgrades, and win the game. It is a game of strategic and competitive escalation. Weak early game performance will have a flow on effect to late game. Don't get too comfortable though: it's possible to snatch victory from the jaws of a crushing defeat.Main features:5v5 onlineTeam Objective multiplayerUnique 'strategic escalation' focused game-modePhysically simulated hovercraftBeautiful environments and vehiclesIntelligent AI Opponents (optional)Powered by Unreal Engine 4In Despoiler, teams scavenge valuable scrap from the level, and the team with the most at the end of a match wins. Scrap can be found scattered about the environment - left by the miners who've long vacated the land. Their old silos are also still full of the stuff, so tear them apart with your weaponry and make it rain. Scrap is carried on the hull of your hovercraft where it absorbs damage, functioning like armour, but it's also heavy so the more you have the slower your vehicle will get.  Choose to bulk up and tank damage or run rings around your foes.Drop scrap off at your teams base to unlock Utilities and new Vehicles, equipable in the upgrade garage. Careful though, re-spawning costs your team some scrap, and if left unchecked you can find yourselves set back significantly if you feed the enemy too much. If you do fall behind, you can always make a run on the enemy scrap reserves, clawing your way back into the lead.",Minimum:Requires a 64-bit processor and operating systemOS: Windows 8.1Processor: Intel i5 2500Memory: 4 GB RAMGraphics: Nvidia GTX 960DirectX: Version 11Storage: 11 GB available space,Recommended:Requires a 64-bit processor and operating systemOS: Windows 10Processor: intel i5 4000 seriesMemory: 6 GB RAMGraphics: Nvidia GTX 1070DirectX: Version 11Network: Broadband Internet connectionStorage: 11 GB available space,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,27700,41000,70300,0,57900
